422,616
423,615
424,615
425,615
426,612
427,610
428,610
429,610
430,610
431,610
432,610
433,609
434,605
435,605
436,604
437,603
438,602
439,601
440,601
441,600
442,600
443,600
444,600
445,600
446,600
447,600
448,600
449,600
450,600
451,597
452,596
453,595
454,595
455,594
456,594
457,589
458,586
459,585
460,585
461,674
462,581
463,580
464,580
465,580
466,580
467,580
468,577
469,575
470,575
471,570
472,570
473,570
474,569
475,568
476,567
477,566
478,565
479,864
480,563
481,563
482,563
483,562
484,562
485,562
486,660
487,560
488,560
489,560
490,560
491,560
492,560
493,560
494,558
495,556
496,556
497,556
498,555
499,2412
500,2404
501,2421
502,2397
503,2390
504,2390
505,2385
506,2385
507,2509
508,2378
509,2375
510,2373
511,2365
512,2360
513,2335
514,2328
515,2318
516,2316
517,2315
518,2304
519,2300
520,2300
521,2295
522,2277
523,2272
524,2272
525,2254
526,2254
527,2251
528,2245
529,2240
530,2240
531,2235
532,2232
533,2225
534,2225
535,2222
536,2220
537,2213
538,2204
539,2200
540,2191
541,2190
542,2188
543,2184
544,2170
545,2160
546,2148
547,2148
548,2145
549,2144
550,2142
551,2127
552,2125
553,2125
554,2615
555,2097
556,2096
557,2095
558,2093
559,2091
560,2088
561,2088
562,2082
563,2080
564,2076
565,2073
566,2062
567,2054
568,2051
569,2050
570,2044
571,2425
572,2035
573,2026
574,2020
575,2019
576,2080
577,2015
578,2011
579,2010
580,2010
581,2010
582,2010
583,2010
584,2005
585,2000
586,2000
587,2000
588,2000
589,1975
590,1970
591,1970
592,1960
593,1955
594,1955
595,1941
596,1936
597,1931
598,1930
599,1922
600,1915
601,1911
602,1910
603,1905
604,1900
605,2058
606,1885
607,1880
608,1866
609,1865
610,1865
611,1861
612,1861
613,1851
614,1846
615,1845
616,1843
617,1834
618,1831
619,1815
620,1812
621,1810
622,1810
623,1806
624,1805
625,1804
626,1700
627,1795
628,1791
629,1785
630,1785
631,1785
632,1784
633,1779
634,1776
635,1765
636,1758
637,1756
638,1756
639,1754
640,1751
641,1744
642,1724
643,1719
644,1715
645,1706
646,1705
647,1705
648,1700
649,1690
650,1689
651,1685
652,1675
653,1675
654,1668
655,1666
656,2512
657,1660
658,1655
659,1650
660,1650
661,1645
662,1640
663,1640
664,1638
665,1636
666,1635
667,1628
668,1691
669,1626
670,1625
671,1623
672,1620
673,1620
674,1620
675,1617
676,1610
677,1605
678,1605
679,1623
680,1602
681,1600
682,1595
683,1580
684,1580
685,1578
686,1577
687,1575
688,1619
689,1574
690,1570
691,1570
692,1569
693,1565
694,1565
695,1560
696,1560
697,1554
698,1545
699,1540
700,1540
701,1534
702,1530
703,1527
704,1526
705,1525
706,1525
707,1525
708,1520
709,1516
710,1513
711,1511
712,1505
713,1500
714,1500
715,1500
716,1500
717,1490
718,1488
719,1487
720,1486
721,1477
722,1475
723,1475
724,1471
725,1471
726,1470
727,1464
728,1459
729,1459
730,1455
731,1455
732,1450
733,1450
734,1440
735,1440
736,1439
737,1436
738,1435
739,1434
740,1433
741,1431
742,1430
743,1425
744,1421
745,1425
746,1410
747,1409
748,1402
749,4601
750,4600
751,4591
752,4543
753,4528
754,4520
755,4517
756,4503
757,4428
758,4427
759,4401
760,4395
761,4391
762,4377
763,4375
764,4374
765,4360
766,4318
767,4313
768,4306
769,4270
770,4262
771,4260
772,4253
773,4239
774,4237
775,4237
776,4237
777,4235
778,4193
779,4177
780,4169
781,4150
782,4120
783,4120
784,4118
785,4107
786,4105
787,4531
788,4080
789,5486
790,4060
791,4039
792,4034
793,4030
794,4022
795,4021
796,4020
797,4118
798,4270
799,4010
800,4003
801,3992
802,3972
803,3967
804,3948
805,3946
806,3945
807,3929
808,3900
809,3897
810,3896
811,3889
812,3882
813,4140
814,3838
815,3836
816,3826
817,3803
818,3800
819,3798
820,3766
821,3760
822,3740
823,3723
824,3718
825,3715
826,3725
827,3690
828,3676
829,3675
830,3673
831,3635
832,3635
833,3608
834,3592
835,3584
836,3580
837,3570
838,3562
839,3561
840,3545
841,3507
842,3500
843,3495
844,3491
845,3523
846,3471
847,4435
848,3455
849,3425
850,3422
851,3415
852,3393
853,3391
854,3373
855,3368
856,3354
857,3333
858,3320
859,3311
860,3308
861,3304
862,3301
863,3300
864,3298
865,3297
866,3265
867,3264
868,3248
869,3229
870,3225
871,3217
872,3207
873,3205
874,3200
875,3200
876,3198
877,3194
878,3194
879,3190
880,3179
881,3159
882,3156
883,3150
884,3136
885,3131
886,3111
887,3107
888,3103
889,3098
890,3307
891,3089
892,3081
893,3065
894,3050
895,3046
896,3045
897,3043
898,3030
899,3029
900,3001
901,3001
902,3000
903,2995
904,2991
905,2991
906,2985
907,2958
908,2945
909,2937
910,2921
911,4450
912,2900
913,2900
914,2898
915,2897
916,2892
917,2882
918,2876
919,2876
920,2876
921,2867
922,2867
923,2866
924,2861
925,2859
926,2856
927,2853
928,2809
929,2808
930,2804
931,2800
932,2797
933,2795
934,2778
935,2775
936,2770
937,2769
938,2765
939,2758
940,2755
941,2755
942,2796
943,2745
944,2740
945,2740
946,2738
947,2730
948,2725
949,2721
950,2714
951,2704
952,2700
953,2696
954,2955
955,2675
956,2666
957,2666
958,2665
959,2650
960,2640
961,2636
962,2625
963,2613
964,2605
965,2632
966,2598
967,2585
968,2579
969,2578
970,2570
971,2565
972,2560
973,2556
974,2550
975,2546
976,2543
977,2538
978,2794
979,2516
980,2515
981,2500
982,2500
983,2500
984,2500
985,2500
986,2498
987,5235
988,2492
989,2454
990,2591
991,3343
992,2425
993,2423
994,2416
995,2415
996,2414
997,25254
998,18660
999,18421
1000,18362
1001,18064
1002,21034
1003,17959
1004,17947
1005,17893
1006,17652
1007,17420
1008,17285
1009,17130
1010,17807
1011,16920
1012,16861
1013,16857
1014,16760
1015,16700
1016,16586
1017,16562
1018,20601
1019,16535
1020,16507
1021,16370
1022,16349
1023,16191
1024,16185
1025,16124
1026,16191
1027,16075
1028,16823
1029,15589
1030,15325
1031,15322
1032,15203
1033,15115
1034,14974
1035,14765
1036,14734
1037,14707
1038,14668
1039,14595
1040,14500
1041,14482
1042,14772
1043,14195
1044,14103
1045,13750
1046,13727
1047,13670
1048,13670
1049,13619
1050,13580
1051,13565
1052,13531
1053,13470
1054,13465
1055,13427
1056,13417
1057,13333
1058,13200
1059,13236
1060,13090
1061,12525
1062,12446
1063,12188
1064,12087
1065,11966
1066,11887
1067,11823
1068,11820
1069,11646
1070,11630
1071,11551
1072,11519
1073,11495
1074,11494
1075,11507
1076,11324
1077,11175
1078,11119
1079,11090
1080,11074
1081,11050
1082,11042
1083,11011
1084,10989
1085,10908
1086,10866
1087,10864
1088,10805
1089,10772
1090,10765
1091,10709
1092,10705
1093,503571
1094,471082
1095,468547
1096,437949
1097,450755
1098,386392
1099,352378
1100,334521
1101,313457
1102,309119
1103,287472
1104,280472
1105,274091
1106,248935
1107,251640
1108,226074
1109,182580
1110,180248
1111,178224
1112,172414
1113,165821
1114,181174
1115,163064
1116,162140
1117,158685
1118,172173
1119,150113
1120,143016
1121,139084
1122,138377
1123,135410
1124,134100
1125,130425
1126,130152
1127,127738
1128,115882
1129,115366
1130,115293
1131,114290
1132,113756
1133,106096
1134,105232
1135,101777
1136,100751
1137,98716
1138,110573
1139,95419
1140,94995
1141,94311
1142,89518
1143,92732
1144,87762
1145,87354
1146,84901
1147,83777
1148,81200
1149,79364
1150,78501
1151,84856
1152,77659
1153,76702
1154,74843
1155,74167
1156,73683
1157,72707
1158,69650
1159,68675
1160,66850
1161,65702
1162,65106
1163,64676
1164,63906
1165,76512
1166,59480
1167,59319
1168,57828
1169,57131
1170,56461
1171,56374
1172,55751
1173,54583
1174,54001
1175,53255
1176,52342
1177,52095
1178,52089
1179,51075
1180,51025
1181,50860
1182,50660
1183,50594
1184,48675
1185,47915
1186,47097
1187,46458
1188,46125
1189,45817
1190,45762
1191,45218
1192,45010
1193,3910
1194,3902
1195,3796
1196,3760
1197,3725
1198,3705
1199,3690
1200,3666
1201,3650
1202,3640
1203,3620
1204,3516
1205,3450
1206,3428
1207,3410
1208,3375
1209,3365
1210,3357
1211,3352
1212,3340
1213,3337
1214,3310
1215,3295
1216,3274
1217,3240
1218,3235
1219,3225
1220,3210
1221,3200
1222,3145
1223,3280
1224,3126
1225,3040
1226,3035
1227,3025
1228,3010
1229,3008
1230,3000
1231,2995
1232,2960
1233,2960
1234,2935
1235,2920
1236,2914
1237,2906
1238,2890
1239,2885
1240,2875
1241,2853
1242,2846
1243,2830
1244,2825
1245,2813
1246,2810
1247,2780
1248,2750
1249,2700
1250,2698
1251,2690
1252,2671
1253,2668
1254,2645
1255,2625
1256,2618
1257,2600
1258,2585
1259,2570
1260,2565
1261,2550
1262,2550
1263,2535
1264,2525
1265,2525
1266,2521
1267,2512
1268,2510
1269,2500
1270,2500
1271,2495
1272,2471
1273,2460
1274,2455
1275,2415
1276,2410
1277,2400
1278,2376
1279,2375
1280,2366
1281,2336
1282,2325
1283,2308
1284,2300
1285,2298
1286,2280
1287,2248
1288,2227
1289,2225
1290,2198
1291,2185
1292,2180
1293,2175
1294,2153
1295,2148
1296,2145
1297,2140
1298,2119
1299,2100
1300,2093
1301,2083
1302,2080
1303,2075
1304,2070
1305,2061
1306,2051
1307,2043
1308,2022
1309,2020
1310,2018
1311,2001
1312,2000
1313,2000
1314,2000
1315,2000
1316,1990
1317,1950
1318,1945
1319,1930
1320,1917
1321,1905
1322,1900
1323,1891
1324,1890
1325,1880
1326,1875
1327,1869
1328,1859
1329,1850
1330,1840
1331,1825
1332,1811
1333,1785
1334,1775
1335,1770
1336,1770
1337,1760
1338,1750
1339,1745
1340,1740
1341,1736
1342,1730
1343,1725
1344,1720
1345,1715
1346,1710
1347,1705
1348,1701
1349,1700
1350,1700
1351,1690
1352,1687
1353,1675
1354,96886
1355,69518
1356,50239
1357,41520
1358,32575
1359,28955
1360,26195
1361,24475
1362,23266
1363,22210
1364,20510
1365,20393
1366,19319
1367,18063
1368,16907
1369,16292
1370,16265
1371,15730
1372,15179
1373,14872
1374,14442
1375,13772
1376,13357
1377,13165
1378,12665
1379,12248
1380,11640
1381,10814
1382,10693
1383,10593
1384,10431
1385,10406
1386,10260
1387,10000
1388,9745
1389,9573
1390,9460
1391,8867
1392,8604
1393,8350
1394,8257
1395,8165
1396,8096
1397,8010
1398,7835
1399,7470
1400,7305
1401,7270
1402,7228
1403,7170
1404,6950
1405,6839
1406,6815
1407,6720
1408,6637
1409,6483
1410,6425
1411,6418
1412,6325
1413,6320
1414,6175
1415,6115
1416,6040
1417,6000
1418,5876
1419,5828
1420,5820
1421,5775
1422,5626
1423,5511
1424,5296
1425,5151
1426,5108
1427,5065
1428,5050
1429,5020
1430,5000
1431,4861
1432,4790
1433,4690
1434,4591
1435,4575
1436,4540
1437,4466
1438,4350
1439,4243
1440,4093
1441,4075
1442,4055
1443,4001
1444,3976
1445,3935
1446,3895
1447,3837
1448,3785
1449,3735
1450,3676
1451,3652
1452,3649
1453,3623
1454,3609
1455,3525
1456,3511
1457,3465
1458,3366
1459,3340
1460,3335
1461,3301
1462,3285
1463,3270
1464,3250
1465,3150
1466,3135
1467,3120
1468,3030
1469,3010
1470,3000
1471,2900
1472,2900
1473,2851
1474,2815
1475,2780
1476,2776
1477,2735
1478,2715
1479,2696
1480,2645
1481,2605
1482,2604
1483,2570
1484,2550
1485,2531
1486,2510
1487,2485
1488,2445
1489,2439
1490,2405
1491,2370
1492,2350
1493,2325
1494,2288
1495,2250
1496,2241
1497,2235
1498,2200
1499,2125
1500,2106
1501,2063
1502,2032
1503,1977
1504,1961
1505,1935
1506,1900
1507,1885
1508,1879
1509,1850
1510,1815
1511,1810
1512,1781
1513,1750
1514,1720
1515,1705
1516,1700
1517,1676
1518,10450
1519,1215
1520,1190
1521,1175
1522,1151
1523,1125
1524,1115
1525,1105
1526,1085
1527,1065
1528,1055
1529,1050
1530,1040
1531,1030
1532,1025
1533,1019
1534,1000
1535,1000
1536,965
1537,965
1538,955
1539,925
1540,920
1541,902
1542,878
1543,875
1544,870
1545,870
1546,860
1547,850
1548,821
1549,810
1550,805
1551,800
1552,786
1553,785
1554,780
1555,760
1556,759
1557,746
1558,740
1559,735
1560,735
1561,731
1562,730
1563,712
1564,710
1565,705
1566,675
1567,670
1568,668
1569,650
1570,648
1571,630
1572,625
1573,622
1574,618
1575,615
1576,610
1577,600
1578,600
1579,600
1580,595
1581,580
1582,576
1583,575
1584,568
1585,560
1586,555
1587,550
1588,540
1589,536
1590,533
1591,525
1592,525
1593,520
1594,520
1595,510
1596,505
1597,500
1598,500
1599,96886
1600,69518
1601,50239
1602,42020
1603,32575
1604,28955
1605,26195
1606,24475
1607,23266
1608,22210
1609,20510
1610,20393
1611,19319
1612,18063
1613,16907
1614,16292
1615,16265
1616,15730
1617,15179
1618,14872
1619,14442
1620,13772
1621,13357
1622,13165
1623,12665
1624,12248
1625,11640
1626,10814
1627,10693
1628,10593
1629,10431
1630,10406
1631,10260
1632,10000
1633,9745
1634,9573
1635,9460
1636,8867
1637,8604
1638,8350
1639,8257
1640,23266
1641,22210
1642,20510
1643,20393
1644,19319
1645,18063
1646,16907
1647,16292
1648,16265
1649,15730
1650,15179
1651,14872
1652,14442
1653,13772
1654,13357
1655,13165
1656,12665
1657,12248
1658,11640
1659,10814
1660,10693
1661,10593
1662,10431
1663,10406
1664,10260
1665,10000
1666,9745
1667,9573
1668,9460
1669,8867
1670,8604
1671,8350
1672,8257
1673,5050
1674,5020
1675,5000
1676,4861
1677,4790
1678,4690
1679,4591
1680,4575
1681,4540
1682,4466
1683,4350
1684,4293
1685,4093
1686,4075
1687,4055
1688,4001
1689,3976
1690,3935
1691,3895
1692,3837
1693,3785
1694,3735
1695,3676
1696,3652
1697,3649
1698,3623
1699,3609
1700,3525
1701,3511
1702,3465
1703,3366
1704,3340
1705,3335
1706,3301
1707,3285
1708,3270
1709,3250
1710,3150
1711,3135
1712,3120
1713,3030
1714,3010
1715,3000
1716,2900
1717,2900
1718,2851
1719,2815
1720,2780
1721,2776
1722,2735
1723,2715
1724,2696
1725,2645
1726,2605
1727,2604
1728,2570
1729,2550
1730,2531
1731,2510
1732,2485
1733,2445
1734,2439
1735,2405
1736,2370
1737,2350
1738,2325
1739,2288
1740,2250
1741,2241
1742,2235
1743,2200
1744,2125
1745,2106
1746,2063
1747,2032
1748,1977
1749,1961
1750,1935
1751,1900
1752,1885
1753,1879
1754,1850
1755,1815
1756,1810
1757,1781
1758,1750
1759,1720
1760,1705
1761,1700
1762,1676
1763,1670
1764,1665
1765,1650
1766,1625
1767,1582
1768,1567
1769,1560
1770,1550
1771,1523
1772,1505
1773,1502
1774,1475
1775,1460
1776,1420
1777,1400
1778,1390
1779,1387
1780,1380
1781,1368
1782,1351
1783,1350
1784,1342
1785,1325
1786,1315
1787,1285
1788,1280
1789,1270
1790,1250
1791,1245
1792,1235
1793,1230
1794,1230
1795,1215
1796,1190
1797,1175
1798,1151
1799,1125
1800,1115
1801,1105
1802,1085
1803,1065
1804,1055
1805,1050
1806,1040
1807,1030
1808,1025
1809,1019
1810,1000
1811,1000
1812,965
1813,965
1814,955
1815,925
1816,920
1817,902
1818,878
1819,875
1820,870
1821,870
1822,860
1823,850
1824,821
1825,810
1826,805
1827,800
1828,786
1829,785
1830,780
1831,760
1832,759
1833,746
1834,740
1835,735
1836,735
1837,731
1838,730
1839,712
1840,710
