,Count_update,Count_comment,Count_funder,Count_photo,Amount_goal,Start_month,End_month,Duration,Min_perk,No_min_perk,Max_perk,No_max_perk,Median_perk,No_med_perk,Total_perk,FB_like,FB_talking,Youtube_avg_duration,Youtube_avg_view_count,Youtube_avg_rating,US,newtype,status,lat,lon,recoded_country,Mintotal,Maxtotal,Mediantotal
458,12,11,21,6.0,15000,8,11,90.0,1,16,20,0,10.5,0,2,0,0,237.06666666669997,9057248.7333333306,4.7823541399999998,1,0,3,35.6709727,-80.474226099999996,0,16,0,0.0
459,0,12,13,0.0,5000,3,5,60.0,10,8,2100,0,225.0,0,5,0,0,0.0,0.0,0.0,0,0,3,-31.953004400000001,115.85746930000001,10,80,0,0.0
460,0,6,16,5.0,50000,8,10,60.0,5,4,243,0,31.5,0,6,245,1,0.0,0.0,0.0,1,0,3,42.995639699999998,-71.454789099999999,0,20,0,0.0
461,0,7,15,1.0,65000,11,12,47.0,1,3,10000,0,129.0,1,9,162,6,152.0,722.0,5.0,0,0,3,59.32893,18.064910000000001,3,3,0,129.0
462,15,6,16,0.0,75000,4,6,49.0,1,0,7000,0,125.0,0,8,0,0,0.0,0.0,0.0,0,0,3,9.6166666999999997,-84.633333300000004,46,0,0,0.0
463,0,4,10,3.0,10000,1,2,30.0,25,8,6500,0,875.0,0,4,0,0,0.0,0.0,0.0,1,0,3,40.7143528,-74.005973100000006,0,200,0,0.0
464,4,10,9,0.0,3900,8,9,30.0,5,0,200,1,50.0,2,5,0,0,0.0,0.0,0.0,1,0,3,44.983333999999999,-93.266670000000005,0,0,200,100.0
465,0,4,12,4.0,8000,10,12,45.0,5,1,25000,0,62.5,0,12,0,0,0.0,0.0,0.0,1,0,3,40.743990500000002,-74.032362599999999,0,5,0,0.0
466,0,8,17,0.0,2000,10,11,30.0,2,10,2,10,2.0,10,3,0,0,0.0,0.0,0.0,0,1,3,51.227741100000003,6.7734556000000001,11,20,20,20.0
467,41,18,6,34.0,45000,2,4,60.0,5,0,350,1,50.0,0,7,0,0,0.0,0.0,0.0,1,0,3,42.098686700000002,-75.917973799999999,0,0,350,0.0
468,2,20,7,4.0,25000,10,11,30.0,1,4,45500,0,1724.5,0,8,0,0,777.78947368419995,113448.21052631599,4.3681311894999997,1,0,3,0.0,0.0,0,4,0,0.0
469,0,18,10,5.0,5000,10,11,30.0,20,3,130,1,75.0,0,2,9674,3,60.0,236.5,5.0,0,0,3,-34.603723199999997,-58.381593100000003,40,60,130,0.0
470,0,6,14,0.0,2000,5,6,22.0,2,2,2,2,2.0,2,4,0,0,0.0,0.0,0.0,0,0,3,0.0,0.0,6,4,4,4.0
471,1,5,9,2.0,2500,7,9,60.0,10,1,1000,0,62.5,0,4,0,0,0.0,0.0,0.0,1,0,3,44.983333999999999,-93.266670000000005,0,10,0,0.0
472,0,10,15,7.0,200000,6,7,47.0,3,2,2500,0,190.0,0,12,14310,29,66.666666666699996,1082.0,3.1428569999999998,0,0,3,51.511213900000001,-0.1198244,6,6,0,0.0
473,9,11,11,8.0,15000,8,9,47.0,5,0,500,0,37.5,0,6,0,0,0.0,0.0,0.0,0,0,3,45.508669900000001,-73.553992500000007,2,0,0,0.0
474,2,10,13,2.0,500,4,6,60.0,1,4,500,0,37.5,0,6,0,0,53.5,99.0,0.0,0,1,1,51.511213900000001,-0.1198244,6,4,0,0.0
475,1,4,4,0.0,350000,6,8,60.0,2,1,2,1,2.0,1,10,0,0,0.0,0.0,0.0,0,1,3,49.487459200000004,8.4660395000000008,11,2,2,2.0
476,1,6,10,7.0,2000,2,3,50.0,10,0,100,3,40.0,2,7,0,0,0.0,0.0,0.0,0,0,3,-37.814107,144.96328,10,0,300,80.0
477,0,12,12,2.0,10000,11,1,45.0,10,1,100,1,25.0,5,3,0,0,506.80000000000001,96363.050000000003,4.7390547349999999,1,0,3,44.052069099999997,-123.08675359999999,0,10,100,125.0
478,0,6,12,0.0,300000,8,10,45.0,10,1,10000,0,750.0,0,10,0,0,0.0,0.0,0.0,1,0,3,34.023433699999998,-84.615489699999998,0,10,0,0.0
479,0,5,35,10.0,10000,11,1,52.0,2,4,2,4,2.0,4,10,0,0,0.0,0.0,0.0,0,0,3,47.516230999999998,14.550072,4,8,8,8.0
480,6,13,12,2.0,150000,11,1,55.0,1,4,1129,0,339.0,0,7,105,25,0.0,0.0,0.0,0,1,3,45.698264199999997,9.6772697999999995,28,4,0,0.0
481,25,20,10,14.0,5000,3,5,68.0,2,0,1100,0,140.0,0,10,0,0,143.86956521740001,887.56521739130005,3.2753623261000002,0,0,3,22.396428,114.109497,32,0,0,0.0
482,6,23,23,16.0,30000,8,9,37.0,1,2,5500,0,75.0,0,11,0,0,0.0,0.0,0.0,1,0,3,33.748995399999998,-84.387982399999999,0,2,0,0.0
483,3,5,30,8.0,500,7,8,30.0,5,10,100,0,20.0,5,5,0,0,0.0,0.0,0.0,0,1,1,0.0,0.0,31,50,0,100.0
484,0,5,6,12.0,25000,3,5,60.0,10,0,250,0,75.0,1,9,0,0,0.0,0.0,0.0,1,1,3,0.0,0.0,0,0,0,75.0
485,0,2,8,4.0,50000,4,5,30.0,40,3,200,1,50.0,0,8,0,0,0.0,0.0,0.0,1,1,3,40.649999999999999,-73.950000000000003,0,120,200,0.0
486,1,7,11,10.0,75000,11,12,36.0,10,1,5000,0,100.0,3,9,0,0,0.0,0.0,0.0,1,1,3,45.638728100000002,-122.6614861,0,10,0,300.0
487,2,7,3,4.0,15000,12,3,96.0,15,1,4250,0,500.0,1,7,0,0,0.0,0.0,0.0,0,0,3,48.816662200000003,-123.5088755,2,15,0,500.0
488,1,7,7,0.0,3000,3,4,42.0,1,0,2000,0,100.0,0,10,0,0,0.0,0.0,0.0,1,0,3,27.773055599999999,-82.640000000000001,0,0,0,0.0
489,2,10,7,0.0,5000,5,6,39.0,5,0,7000,0,200.0,0,10,0,0,0.0,0.0,0.0,1,0,3,28.599999799999999,-81.339235200000005,0,0,0,0.0
490,0,8,7,0.0,4000,10,11,14.0,5,1,500,0,30.0,0,9,228,2,0.0,0.0,0.0,1,0,3,37.432334099999999,-121.8995741,0,5,0,0.0
491,0,5,3,10.0,50000,8,10,60.0,10,1,15000,0,225.0,0,8,0,0,219.75,157.25,3.75,0,0,3,61.054941200000002,28.189625899999999,47,10,0,0.0
492,6,9,4,10.0,5000,9,12,90.0,175,3,299,0,237.0,0,2,0,0,0.0,0.0,0.0,1,0,3,39.290384799999998,-76.612189299999997,0,525,0,0.0
493,0,8,14,11.0,30000,6,8,60.0,10,10,5000,0,550.0,0,4,0,0,272.0,97627.736842105296,4.6576842000000003,1,0,3,30.5082551,-97.678895999999995,0,100,0,0.0
494,3,9,10,11.0,30000,4,5,30.0,1,3,5000,0,75.0,0,10,0,0,0.0,0.0,0.0,0,0,3,-28.017260499999999,153.4256987,10,3,0,0.0
495,11,10,12,12.0,5000,4,5,20.0,5,1,1500,0,65.0,0,4,7982,180,139.0,1566.0,5.0,0,0,3,47.497911999999999,19.040234999999999,1,5,0,0.0
496,3,3,8,2.0,25000,4,5,33.0,1,1,20000,0,162.5,0,12,681,0,114.6666666667,1639.9444444445,1.7685685555999999,0,1,3,49.261226000000001,-123.1139268,2,1,0,0.0
497,1,4,8,3.0,11500,6,6,25.0,25,1,1200,0,300.0,0,5,15,0,2053.0,6933.0,4.9759035000000003,1,0,3,41.878113599999999,-87.629798199999996,0,25,0,0.0
498,0,1,15,0.0,500,11,11,16.0,25,8,25,8,25.0,8,1,0,0,0.0,0.0,0.0,1,1,1,0.0,0.0,0,200,200,200.0
499,10,28,65,20.0,20000,7,8,49.0,5,2,15000,0,87.0,5,7,0,0,0.0,0.0,0.0,0,0,3,0.0,0.0,44,10,0,435.0
500,0,25,21,2.0,150000,11,12,30.0,10,0,119,4,99.0,17,3,0,0,0.0,0.0,0.0,1,1,3,38.907230900000002,-77.036464100000003,0,0,476,1683.0
501,0,8,30,3.0,30000,10,12,50.0,1,7,1000,1,30.0,1,5,3589,304,240.17391304349999,35146.478260869597,4.7651337608999995,1,0,3,47.185378499999999,-122.2928974,0,7,1000,30.0
502,20,32,29,19.0,5000,11,12,21.0,50,13,50,13,50.0,13,1,0,0,0.0,0.0,0.0,1,0,3,34.052234200000001,-118.24368490000001,0,650,650,650.0
503,0,11,33,5.0,150000,2,3,45.0,25,9,50000,0,1000.0,0,7,0,0,0.0,0.0,0.0,1,0,3,25.7889689,-80.226439299999996,0,225,0,0.0
504,8,35,28,4.0,50000,9,10,48.0,15,13,25000,0,150.0,0,12,0,0,0.0,0.0,0.0,1,0,3,39.836652800000003,-105.0372046,0,195,0,0.0
505,5,28,33,5.0,10000,10,11,30.0,1,0,1000,0,37.5,0,8,0,0,203.75,119.5,2.5,1,0,3,37.275280000000002,-107.8800667,0,0,0,0.0
506,4,28,39,0.0,6500,8,10,60.0,25,13,2500,0,375.0,0,8,175,1,0.0,0.0,0.0,1,0,3,41.878113599999999,-87.629798199999996,0,325,0,0.0
507,8,39,104,5.0,10000,11,12,44.0,2,2,2,2,2.0,2,11,0,0,0.0,0.0,0.0,0,0,3,48.775418100000003,9.1817588000000008,11,4,4,4.0
508,6,21,80,9.0,25000,12,2,65.0,1,5,2650,0,50.0,0,12,4233,123,0.0,0.0,0.0,1,0,3,25.7889689,-80.226439299999996,0,5,0,0.0
509,0,14,17,1.0,350000,8,10,40.0,3,0,15000,0,200.0,0,8,0,0,0.0,0.0,0.0,0,1,3,-41.286460300000002,174.77623600000001,21,0,0,0.0
510,1,6,23,0.0,100000,10,11,39.0,25,1,1500,0,99.0,7,9,0,0,0.0,0.0,0.0,1,1,3,0.0,0.0,0,25,0,693.0
511,0,48,30,0.0,3000,7,7,16.0,1,0,1000,0,50.0,1,11,0,0,162.0,28669.0,4.9648094,1,0,2,0.0,0.0,0,0,0,50.0
512,0,2,5,4.0,71000,5,6,43.0,10,1,10000,0,375.0,0,12,0,0,0.0,0.0,0.0,1,0,3,40.7143528,-74.005973100000006,0,10,0,0.0
