,Count_update,Count_comment,Count_funder,Count_photo,Amount_goal,Start_month,End_month,Duration,Min_perk,No_min_perk,Max_perk,No_max_perk,Median_perk,No_med_perk,Total_perk,FB_like,FB_talking,Youtube_avg_duration,Youtube_avg_view_count,Youtube_avg_rating,US,newtype,status,lat,lon,recoded_country,Mintotal,Maxtotal,Mediantotal
986,0,6,12,0.0,300000,4,6,45.0,25,0,1990,0,249.0,0,6,0,0,0.0,0.0,0.0,1,1,3,34.052234200000001,-118.24368490000001,0,0,0,0.0
987,4,2,49,7.0,10000,11,12,35.0,15,9,2000,0,75.0,2,9,151,3,268.7777777778,934286.11111111089,4.3474645222000001,1,1,2,42.358430800000001,-71.059773199999995,0,135,0,150.0
988,2,7,12,1.0,6000,6,8,44.0,4,0,10000,0,37.5,0,12,0,0,0.0,0.0,0.0,1,1,3,0.0,0.0,0,0,0,0.0
989,0,9,10,0.0,12345,7,9,60.0,2,2,100,3,35.0,0,5,0,0,100.0,2294.0,5.0,1,0,3,33.448377100000002,-112.0740373,0,4,300,0.0
990,18,26,67,17.0,36000,11,1,60.0,25,6,70,4,35.0,6,10,5,0,0.0,0.0,0.0,1,0,3,42.525090599999999,-71.759793999999999,0,150,280,210.0
991,4,11,54,0.0,100000,10,12,60.0,6,12,50000,0,187.0,2,9,881,207,0.0,0.0,0.0,1,0,3,41.736030499999998,-72.795027000000005,0,72,0,374.0
992,4,18,31,6.0,10000,7,9,41.0,5,7,1000,1,50.0,3,5,0,0,282.80000000000001,1173126.55,3.414355955,1,0,3,36.768208799999996,-76.287492700000001,0,35,1000,150.0
993,1,18,19,4.0,15000,1,5,120.0,2,11,2,11,2.0,11,3,0,0,1274.05,31669.950000000001,4.3347636249999999,0,0,3,46.519961700000003,6.6335971000000002,7,22,22,22.0
994,7,53,117,5.0,28500,10,11,35.0,1,8,299,0,38.5,0,10,45,2,0.0,0.0,0.0,1,1,3,33.748995399999998,-84.387982399999999,0,8,0,0.0
995,0,2,15,0.0,178800,10,12,60.0,10,0,1000,0,172.5,0,14,80,0,0.0,0.0,0.0,0,1,3,-28.017260499999999,153.4256987,10,0,0,0.0
996,6,49,349,1.0,1000,7,8,21.0,2,9,2,9,2.0,9,7,0,0,0.0,0.0,0.0,0,1,1,52.376491000000001,1.1083940000000001,6,18,18,18.0
997,24,123,262,14.0,25000,10,12,60.0,10,19,2999,1,100.0,25,11,0,0,84.095238095200003,186.52380952400003,2.7936507951999996,1,0,1,38.989696700000003,-76.937759999999997,0,190,2999,2500.0
998,12,111,406,14.0,60000,4,6,50.0,10,6,2199,0,84.0,0,10,1009,2,1908.0,326056.45000000001,4.638973,0,1,3,48.856614,2.3522219,26,60,0,0.0
999,6,41,65,18.0,10000,5,7,47.0,35,9,10000,0,199.0,4,9,0,0,114.714285714,406486.714286,3.1533813213999999,0,0,1,0.0,0.0,16,315,0,796.0
1000,47,136,589,56.0,15000,1,3,49.0,1,174,5000,0,70.0,0,6,815,3,0.0,0.0,0.0,1,0,1,41.878113599999999,-87.629798199999996,0,174,0,0.0
1001,9,98,286,0.0,7610,9,9,10.0,100,17,1000,0,375.0,0,4,2299,12,762.29999999999995,568.89999999999998,4.9111110599999996,1,0,1,40.2737002,-76.884417900000003,0,1700,0,0.0
1002,9,47,190,17.0,75000,11,1,60.0,14,8,4999,0,174.0,0,16,0,0,90.0,18018.0,4.7999999999999998,1,0,3,43.161029999999997,-77.610921899999994,0,112,0,0.0
1003,14,55,43,3.0,6740,1,2,31.0,2,1,2,1,2.0,1,9,0,0,640.89999999999998,12159.299999999999,4.5401254099999999,0,0,1,0.0,0.0,59,2,2,2.0
1004,19,73,278,12.0,2000,1,3,48.0,10,89,5000,0,87.5,0,8,0,0,210.181818182,14082.0,3.1409517818000001,1,0,1,33.5225261,-117.7075526,0,890,0,0.0
1005,15,59,173,4.0,10000,8,9,35.0,25,50,250,1,60.0,0,12,84,0,0.0,0.0,0.0,1,0,1,33.580595500000001,-112.2373779,0,1250,250,0.0
1006,2,3,73,1.0,15000,11,1,49.0,100,4,2500,0,500.0,3,5,4418,56,0.0,0.0,0.0,1,0,1,37.774929499999999,-122.4194155,0,400,0,1500.0
1007,2,14,59,0.0,8400,4,5,14.0,10,7,1000,1,200.0,0,8,351,1,0.0,0.0,0.0,1,1,1,38.752123500000003,-121.2880059,0,70,1000,0.0
1008,13,39,219,1.0,20000,11,2,102.0,10,101,5000,0,200.0,14,7,0,0,829.0,1370.0,4.8095236667000005,0,0,2,-37.814107,144.96328,10,1010,0,2800.0
1009,4,35,172,7.0,17000,3,4,30.0,5,65,1100,3,85.0,5,7,0,0,0.0,0.0,0.0,1,0,1,32.780139900000002,-96.800451100000004,0,325,3300,425.0
1010,10,69,353,10.0,10000,11,12,30.0,29,9,165,41,29.0,9,5,6653,66,514.64999999999998,2639378.2999999998,4.5138442799999998,0,0,1,41.156689200000002,-8.6239253999999992,45,261,6765,261.0
1011,7,44,154,8.0,15000,10,10,15.0,1,3,400,2,75.0,27,13,174,1,0.0,0.0,0.0,1,0,1,37.804363700000003,-122.2711137,0,3,800,2025.0
1012,0,19,78,29.0,100000,9,11,63.0,5,10,5000,0,399.0,0,12,650,100,0.0,0.0,0.0,1,0,3,33.6839473,-117.7946942,0,50,0,0.0
1013,36,91,327,0.0,10000,8,9,35.0,22,47,103,43,62.0,35,7,0,0,0.0,0.0,0.0,1,0,1,40.7143528,-74.005973100000006,0,1034,4429,2170.0
1014,0,8,85,1.0,15000,5,7,60.0,2,23,2,23,2.0,23,7,0,0,180.0,223.46153846200002,2.6923076923,0,1,1,45.465454200000003,9.1865159999999992,28,46,46,46.0
1015,9,7,166,4.0,20000,2,4,61.0,25,77,2500,2,100.0,10,5,0,0,0.0,0.0,0.0,1,0,2,37.8715926,-122.272747,0,1925,5000,1000.0
1016,0,4,27,0.0,10000,9,11,60.0,25,1,25,1,25.0,1,1,0,0,0.0,0.0,0.0,0,0,1,6.8528086999999998,37.760968800000001,60,25,25,25.0
1017,9,53,170,2.0,15200,2,3,30.0,1,5,2012,1,156.0,0,8,0,0,0.0,0.0,0.0,1,0,1,30.267153,-97.743060799999995,0,5,2012,0.0
1018,4,30,123,16.0,100000,11,1,41.0,2,4,2,4,2.0,4,11,0,0,0.0,0.0,0.0,0,1,3,48.775418100000003,9.1817588000000008,11,8,8,8.0
1019,7,50,424,0.0,10000,3,4,40.0,2,5,2,5,2.0,5,2,0,0,0.0,0.0,0.0,0,1,1,52.520006600000002,13.404954,11,10,10,10.0
1020,22,103,244,0.0,3000,8,8,21.0,5,32,300,9,50.0,90,5,0,0,0.0,0.0,0.0,0,0,1,60.173324399999998,24.941024800000001,47,160,2700,4500.0
1021,1,14,25,7.0,10000,7,9,45.0,39,0,10000,0,399.0,1,9,0,0,0.0,0.0,0.0,0,0,1,22.4780418,113.89685660000001,44,0,0,399.0
1022,5,57,66,2.0,100000,8,10,60.0,1,3,5000,0,275.0,0,9,258,1,0.0,0.0,0.0,1,0,3,47.606209499999999,-122.3320708,0,3,0,0.0
1023,60,124,178,46.0,50000,5,7,60.0,2,2,2,2,2.0,2,10,0,0,98.5,629.25,1.5625,0,0,3,48.856614,2.3522219,26,4,4,4.0
1024,9,17,217,3.0,15000,8,9,30.0,10,13,10000,0,250.0,2,9,0,0,101.0,94.0,0.0,1,1,1,37.774929499999999,-122.4194155,0,130,0,500.0
1025,16,102,142,13.0,10668,11,12,30.0,1,9,500,9,125.5,0,12,0,0,59.0,939.0,5.0,0,0,1,45.508669900000001,-73.553992500000007,2,9,4500,0.0
1026,1,10,56,0.0,100000,11,12,46.0,5,3,10000,0,125.0,0,12,0,0,104.666666667,1667.33333333,1.6666666666999999,0,0,3,49.261226000000001,-123.1139268,2,15,0,0.0
1027,16,72,39,16.0,5000,2,3,30.0,10,15,1095,4,772.5,0,6,0,0,0.0,0.0,0.0,1,0,1,0.0,0.0,0,150,4380,0.0
1028,3,22,87,0.0,3000,11,12,45.0,114,10,1000,2,164.0,32,5,0,0,216.09523809500001,1656.1428571399999,4.5136064761999997,0,0,1,22.396428,114.109497,32,1140,2000,5248.0
1029,7,42,52,12.0,50000,8,9,45.0,2,1,10000,0,125.0,8,7,0,0,0.0,0.0,0.0,0,0,3,49.261226000000001,-123.1139268,2,2,0,1000.0
1030,5,64,90,19.0,50000,6,8,60.0,5,1,450,2,97.5,0,6,91,1,0.0,0.0,0.0,0,1,3,0.0,0.0,2,5,900,0.0
1031,3,9,331,0.0,25000,10,11,35.0,1,13,3000,1,80.0,10,13,0,0,0.0,0.0,0.0,0,0,2,45.508669900000001,-73.553992500000007,2,13,3000,800.0
1032,16,67,29,26.0,10000,3,4,16.0,10,7,1699,4,347.0,0,10,0,0,55.272727272700003,402.18181818199997,1.3636363636000002,1,0,1,42.9633599,-85.668086299999999,0,70,6796,0.0
1033,2,6,154,0.0,50000,11,12,30.0,25,0,170,28,50.0,0,6,72,5,0.0,0.0,0.0,0,1,3,22.396428,114.109497,32,0,4760,0.0
1034,9,55,76,47.0,100000,8,10,40.0,25,22,10000,0,400.0,0,12,0,0,0.0,0.0,0.0,1,1,3,39.728494400000002,-121.83747769999999,0,550,0,0.0
1035,4,22,48,4.0,140000,3,4,30.0,2,11,2,11,2.0,11,11,480,1,0.0,0.0,0.0,0,1,3,62.244746999999997,25.747218400000001,47,22,22,22.0
1036,27,22,112,4.0,10000,10,11,38.0,25,6,385,4,82.0,0,8,0,0,0.0,0.0,0.0,1,0,1,34.075376200000001,-84.294089900000003,0,150,1540,0.0
1037,24,11,113,0.0,75000,8,10,43.0,5,0,10000,0,50.0,31,7,0,0,148.59999999999999,157.59999999999999,2.0,0,0,3,51.045324600000001,-114.0581012,2,0,0,1550.0
1038,5,19,295,0.0,10000,8,9,21.0,5,40,500,4,40.0,0,8,0,0,0.0,0.0,0.0,1,0,1,47.606209499999999,-122.3320708,0,200,2000,0.0
1039,0,38,25,4.0,5500,8,9,38.0,450,0,750,1,600.0,0,4,0,0,106.166666667,3276.5,0.0,0,0,1,53.126933000000001,-1.2625040000000001,6,0,750,0.0
1040,20,62,126,19.0,14000,6,8,35.0,50,9,200,7,100.0,6,3,0,0,0.0,0.0,0.0,0,0,1,49.899754100000003,-97.137493699999993,2,450,1400,600.0
1041,10,77,140,3.0,12000,8,9,30.0,6,12,3500,0,87.5,0,12,0,0,0.0,0.0,0.0,1,1,1,0.0,0.0,0,72,0,0.0
1042,2,0,89,0.0,100000,11,12,44.0,15,3,360000,0,4072.0,0,14,3113,222,114.333333333,873.16666666699996,4.1666666667000003,1,0,3,0.0,0.0,0,45,0,0.0
1043,5,22,161,9.0,12000,8,8,27.0,10,5,1000,0,75.0,0,6,109,1,0.0,0.0,0.0,1,0,1,39.737566999999999,-104.98471790000001,0,50,0,0.0
1044,9,20,121,12.0,24978,6,7,35.0,6,1,1001,0,101.0,4,7,0,0,0.0,0.0,0.0,1,0,2,37.774929499999999,-122.4194155,0,6,0,404.0
1045,0,36,52,0.0,75000,10,12,64.0,25,17,7500,0,375.0,0,8,0,0,0.0,0.0,0.0,1,0,3,0.0,0.0,0,425,0,0.0
1046,8,31,118,5.0,10000,6,7,32.0,2,7,2,7,2.0,7,7,275,2,0.0,0.0,0.0,0,0,1,48.856614,2.3522219,26,14,14,14.0
1047,8,17,16,7.0,20000,10,12,56.0,10,2,2500,1,187.5,0,8,0,0,0.0,0.0,0.0,1,0,2,43.029788699999997,-76.004364300000006,0,20,2500,0.0
1048,0,9,50,0.0,100000,9,11,44.0,2,6,2,6,2.0,6,7,0,0,129.0,1002.0,5.0,0,0,3,48.856614,2.3522219,26,12,12,12.0
1049,7,22,132,8.0,200000,5,7,40.0,49,21,3560,0,184.0,0,10,0,0,164.66666666700002,6429.6666666700003,2.8456140667000001,0,1,3,48.856614,2.3522219,26,1029,0,0.0
1050,3,30,56,0.0,80000,10,11,44.0,5,10,5000,0,425.0,0,12,0,0,0.0,0.0,0.0,1,1,3,37.8715926,-122.272747,0,50,0,0.0
1051,7,74,283,0.0,80000,4,5,48.0,25,50,75,2,55.0,4,9,0,0,0.0,0.0,0.0,1,0,3,40.7143528,-74.005973100000006,0,1250,150,220.0
1052,9,17,125,0.0,10000,7,8,45.0,1,3,115,40,79.0,25,7,0,0,391.30000000000001,273048.04999999999,4.6003343000000001,0,1,1,1.2800944999999999,103.85094909999999,37,3,4600,1975.0
1053,9,27,30,1.0,10000,10,1,62.0,5,1,5000,0,175.0,0,10,514,2,193.0,37053702.6765,4.2283064058999997,1,0,1,39.729431900000002,-104.8319195,0,5,0,0.0
1054,17,28,166,16.0,300000,7,9,60.0,1,32,10000,0,250.0,0,10,602,22,0.0,0.0,0.0,0,0,3,-34.928621200000002,138.59995939999999,10,32,0,0.0
1055,23,41,194,35.0,100000,8,10,60.0,2,23,2,23,2.0,23,17,0,0,0.0,0.0,0.0,0,0,3,48.208174300000003,16.3738189,4,46,46,46.0
1056,7,34,88,0.0,5000,7,8,30.0,1,6,1950,5,25.0,71,5,7773,96,101.636363636,15876.181818200001,1.3335301454999999,0,0,1,43.653225999999997,-79.383184299999996,2,6,9750,1775.0
1057,11,35,74,19.0,133333,12,3,96.0,3,8,33333,0,175.0,0,12,0,0,0.0,0.0,0.0,1,0,3,37.275280000000002,-107.8800667,0,24,0,0.0
1058,0,21,56,0.0,24800,12,1,32.0,5,2,2475,2,55.0,3,9,0,0,0.0,0.0,0.0,1,0,2,42.098686700000002,-75.917973799999999,0,10,4950,165.0
1059,9,15,44,0.0,20000,10,12,42.0,1,6,350,2,75.0,1,12,0,0,1107.75,849576.15000000002,4.6493721299999997,1,0,2,0.0,0.0,0,6,700,75.0
1060,2,69,82,15.0,50000,6,8,45.0,5,1,870,2,108.0,11,10,0,0,0.0,0.0,0.0,1,0,3,37.774929499999999,-122.4194155,0,5,1740,1188.0
1061,2,10,98,11.0,12000,3,4,57.0,10,5,1000,0,125.0,0,8,0,0,0.0,0.0,0.0,1,0,1,34.435829400000003,-119.8276389,0,50,0,0.0
1062,8,37,72,3.0,150000,9,10,37.0,15,9,10000,0,300.0,0,9,0,0,0.0,0.0,0.0,1,0,3,37.386051700000003,-122.0838511,0,135,0,0.0
1063,21,31,139,25.0,10000,5,6,40.0,10,13,200,3,40.0,15,5,0,0,0.0,0.0,0.0,1,0,1,47.606209499999999,-122.3320708,0,130,600,600.0
1064,0,40,91,1.0,20000,10,11,32.0,20,27,2000,1,120.0,32,5,0,0,0.0,0.0,0.0,0,0,2,0.0,0.0,61,540,2000,3840.0
1065,0,16,106,0.0,30000,9,10,30.0,10,13,20000,0,250.0,12,11,0,0,0.0,0.0,0.0,1,0,3,38.440467400000003,-122.7144314,0,130,0,3000.0
1066,4,77,39,7.0,65000,7,9,60.0,1,4,549,2,349.0,9,7,0,0,260.66666666700002,4749.3333333299997,4.8472221666999999,0,1,3,52.035394400000001,6.8245487000000002,11,4,1098,3141.0
1067,3,12,72,0.0,10000,12,12,9.0,8,3,5000,0,179.0,0,8,0,0,205.83333333299998,136878.33333299999,4.9040528332999997,1,0,1,40.7143528,-74.005973100000006,0,24,0,0.0
1068,9,26,101,21.0,10000,5,7,60.0,5,6,3000,1,62.0,0,6,0,0,0.0,0.0,0.0,0,0,1,45.813029299999997,15.977894900000001,57,30,3000,0.0
1069,16,34,90,4.0,100000,10,11,33.0,10,7,10000,0,100.0,20,7,0,0,54.333333333299997,337.16666666700002,1.6666666666999999,0,0,3,46.519961700000003,6.6335971000000002,7,70,0,2000.0
1070,3,17,124,5.0,10000,5,6,30.0,5,9,1500,1,62.5,0,10,0,0,0.0,0.0,0.0,0,0,1,-15.408193000000001,28.287167,62,45,1500,0.0
1071,11,70,88,29.0,8600,10,11,48.0,1,1,1180,1,149.0,19,9,7820,1,52.68,20060.119999999999,0.97065101599999992,1,1,1,0.0,0.0,0,1,1180,2831.0
1072,6,55,231,0.0,10000,8,9,49.0,25,98,500,4,100.0,19,3,0,0,0.0,0.0,0.0,0,1,1,0.0,0.0,6,2450,2000,1900.0
1073,9,34,257,8.0,8000,3,5,31.0,12,23,1000,1,32.5,0,12,0,0,0.0,0.0,0.0,1,1,1,37.804363700000003,-122.2711137,0,276,1000,0.0
1074,1,57,89,24.0,250000,4,5,35.0,25,1,15000,0,500.0,0,9,520,2,0.0,0.0,0.0,1,1,3,0.0,0.0,0,25,0,0.0
1075,4,5,63,3.0,45000,11,12,44.0,5,1,1000,1,69.0,9,9,0,0,0.0,0.0,0.0,1,1,3,42.358430800000001,-71.059773199999995,0,5,1000,621.0
1076,16,8,33,16.0,150000,8,9,45.0,12,2,4900,0,380.0,10,9,0,0,0.0,0.0,0.0,1,0,3,39.961175500000003,-82.998794200000006,0,24,0,3800.0
1077,0,37,18,1.0,5000,9,11,50.0,500,0,775,2,600.0,16,3,0,0,0.0,0.0,0.0,0,0,1,53.126933000000001,-1.2625040000000001,6,0,1550,9600.0
1078,9,21,66,32.0,185000,6,8,64.0,5,4,5000,1,95.0,1,13,0,0,0.0,0.0,0.0,1,0,3,40.839821800000003,-74.2765366,0,20,5000,95.0
1079,6,32,157,7.0,135000,4,6,45.0,10,15,5000,0,79.0,14,9,0,0,0.0,0.0,0.0,0,1,3,45.603023800000003,12.8859589,28,150,0,1106.0
1080,9,34,78,14.0,1000000,12,1,49.0,11,2,100000,0,112.5,0,12,0,0,198.46153846200002,6263.0769230799997,4.9719375000000001,0,0,3,43.653225999999997,-79.383184299999996,2,22,0,0.0
1081,0,38,14,0.0,2000,6,7,22.0,350,7,1300,3,1100.0,1,5,0,0,106.166666667,3276.5,0.0,0,0,1,53.126933000000001,-1.2625040000000001,6,2450,3900,1100.0
1082,0,11,48,7.0,50000,11,1,50.0,1,1,339,5,99.0,5,6,0,0,384.10000000000002,3086447.25,3.8288074949999999,1,0,3,40.7143528,-74.005973100000006,0,1,1695,495.0
1083,0,13,118,43.0,75000,5,7,55.0,5,3,5000,0,175.0,0,8,0,0,0.0,0.0,0.0,0,0,3,48.856614,2.3522219,26,15,0,0.0
1084,0,5,23,3.0,55000,4,5,40.0,5,0,995,0,50.0,0,7,301,80,0.0,0.0,0.0,0,0,3,49.261226000000001,-123.1139268,2,0,0,0.0
1085,20,46,92,13.0,10000,4,5,60.0,30,74,1400,5,140.0,12,3,0,0,0.0,0.0,0.0,0,0,1,37.673592499999998,-1.6968357000000001,13,2220,7000,1680.0
1086,7,63,110,19.0,25000,8,11,78.0,1,22,1000,4,125.0,0,10,0,0,0.0,0.0,0.0,1,0,3,40.7143528,-74.005973100000006,0,22,4000,0.0
1087,16,7,55,18.0,10000,5,7,60.0,2,3,2,3,2.0,3,12,0,0,0.0,0.0,0.0,0,1,1,0.0,0.0,11,6,6,6.0
1088,1,6,15,2.0,1000000,4,4,29.0,20,7,10000,1,500.0,0,9,0,0,159.0,127691.0,4.6034984999999997,1,0,3,40.014985600000003,-105.27054560000001,0,140,10000,0.0
1089,4,54,188,2.0,10000,8,9,31.0,10,25,5000,0,250.0,3,11,0,0,0.0,0.0,0.0,0,0,1,43.653225999999997,-79.383184299999996,2,250,0,750.0
1090,4,99,212,0.0,10000,9,1,110.0,1,28,1000,1,62.5,0,6,0,0,0.0,0.0,0.0,0,0,1,55.676096800000003,12.568337100000001,9,28,1000,0.0
1091,14,9,40,5.0,50000,11,12,36.0,5,5,999,1,119.0,10,14,961,632,0.0,0.0,0.0,0,0,3,47.497911999999999,19.040234999999999,1,25,999,1190.0
1092,7,53,26,2.0,20000,10,11,21.0,375,8,500,5,437.5,0,4,0,0,211.75,539.75,3.75,1,0,2,40.5852602,-105.084423,0,3000,2500,0.0
1093,15,501,3981,0.0,80000,8,10,74.0,10,30,7900,3,449.0,26,7,817,36,736.88888888899999,1417.5555555599999,3.2857124167,1,0,1,37.263832399999998,-122.0230146,0,300,23700,11674.0
1094,29,393,1160,15.0,81000,3,4,34.0,0,0,0,0,0.0,0,0,317,40,147.5,40380.25,4.7979120000000002,0,1,1,43.653225999999997,-79.383184299999996,2,0,0,0.0
1095,15,156,1266,0.0,50000,8,9,48.0,0,0,0,0,0.0,0,0,0,0,132.5,127.5,2.5,1,0,1,37.6624312,-121.87467890000001,0,0,0,0.0
1096,15,710,1827,0.0,38000,10,12,53.0,1,399,5000,0,140.0,102,17,0,0,217.466666667,3368.2666666700002,4.0662895867,1,1,1,38.5815719,-121.49439959999999,0,399,0,14280.0
1097,12,219,1006,5.0,900000,11,1,53.0,25,28,9999,0,585.0,50,11,4926,1018,129.0,268153.0,4.9445969999999999,0,1,2,52.520006600000002,13.404954,11,700,0,29250.0
1098,17,311,1765,0.0,100000,10,11,60.0,25,139,5000,3,435.0,0,14,2273,1170,251.0,116089.0,4.5266269999999995,0,0,1,43.653225999999997,-79.383184299999996,2,3475,15000,0.0
1099,44,899,4341,28.0,15000,5,6,46.0,25,452,900,38,90.0,180,5,0,0,0.0,0.0,0.0,1,0,1,34.420830500000001,-119.69819010000001,0,11300,34200,16200.0
1100,23,505,1922,4.0,100000,9,11,46.0,10,29,3000,3,249.0,419,8,1043,47,115.5,1023.5,2.5,0,1,1,32.066158000000001,34.777819000000001,17,290,9000,104331.0
1101,25,396,1253,12.0,120000,6,8,60.0,1,110,635,47,335.0,0,4,0,0,0.0,0.0,0.0,1,0,1,0.0,0.0,0,110,29845,0.0
1102,17,647,1344,29.0,100000,8,9,30.0,5,29,1500,3,249.0,107,11,0,0,128.0,12009.25,4.9793815000000006,0,1,1,45.4215296,-75.697193100000007,2,145,4500,26643.0
1103,26,842,1613,26.0,150000,10,12,49.0,10,39,8500,0,190.0,540,11,0,0,146.5,8940.0,3.6666667500000001,0,1,1,43.653225999999997,-79.383184299999996,2,390,0,102600.0
1104,15,554,1445,26.0,125000,3,4,42.0,40,12,5000,2,274.5,0,10,0,0,0.0,0.0,0.0,1,0,1,37.774929499999999,-122.4194155,0,480,10000,0.0
1105,4,17,58,0.0,250000,9,11,60.0,25,7,250000,1,500.0,1,15,0,0,513.5,4311.0500000000002,4.1787512800000002,1,0,1,37.453827400000002,-122.18218709999999,0,175,250000,500.0
1106,35,507,3370,40.0,15000,8,10,60.0,1,61,10000,0,320.0,17,11,0,0,116.5,73369.0,4.5139558500000003,1,0,1,37.774929499999999,-122.4194155,0,61,0,5440.0
1107,7,313,2902,0.0,25000,10,12,60.0,1,143,9999,0,130.5,0,10,0,0,206.0,86692.0,4.6788319999999999,1,0,1,40.7143528,-74.005973100000006,0,143,0,0.0
1108,43,1075,1587,61.0,50000,1,4,83.0,1,81,5000,1,114.0,0,10,1367,0,122.375,7225.0,4.7201212625000002,1,0,1,37.386051700000003,-122.0838511,0,81,5000,0.0
1109,102,783,2639,25.0,50000,4,7,90.0,5,96,12500,0,97.5,0,20,0,0,985.75,648767.65000000002,4.631172845,0,0,1,-37.814107,144.96328,10,480,0,0.0
1110,7,328,1516,1.0,60000,1,2,50.0,69,796,2750,1,314.0,0,6,0,0,0.0,0.0,0.0,1,0,1,26.076478300000002,-80.252115700000004,0,54924,2750,0.0
1111,27,147,841,32.0,100000,4,7,83.0,25,29,7500,0,299.0,63,7,0,0,0.0,0.0,0.0,1,0,1,44.983333999999999,-93.266670000000005,0,725,0,18837.0
1112,5,207,5485,0.0,50000,10,12,41.0,20,557,5000,0,60.0,579,11,30994,2936,0.0,0.0,0.0,1,0,1,37.774929499999999,-122.4194155,0,11140,0,34740.0
1113,15,77,336,16.0,100000,9,10,39.0,39,26,10999,1,574.0,0,8,1528,27,62.083333333299997,2254.0833333300002,4.1396396666999999,0,0,1,45.508669900000001,-73.553992500000007,2,1014,10999,0.0
1114,5,161,1976,12.0,160000,11,1,41.0,5,51,7500,0,159.0,0,10,0,0,60.666666666700003,10995.833333299999,4.9958720000000003,0,1,1,55.676096800000003,12.568337100000001,9,255,0,0.0
1115,7,288,3638,1.0,100000,8,9,38.0,1,233,16384,0,128.0,106,15,1026,47,0.0,0.0,0.0,0,0,1,64.135338000000004,-21.895209999999999,63,233,0,13568.0
1116,18,161,1232,18.0,50000,3,5,86.0,50,54,220,18,137.5,0,6,0,0,0.0,0.0,0.0,1,0,1,47.606209499999999,-122.3320708,0,2700,3960,0.0
1117,1,689,302,16.0,30000,5,6,40.0,465,1,550,150,487.5,0,4,0,0,0.0,0.0,0.0,0,0,1,0.0,0.0,6,465,82500,0.0
1118,7,299,1549,7.0,100000,11,12,30.0,5,17,2250,1,104.5,0,10,312,122,0.0,0.0,0.0,1,1,1,0.0,0.0,0,85,2250,0.0
1119,5,156,891,1.0,117358,9,10,36.0,149,736,1350,4,290.0,47,5,0,0,0.0,0.0,0.0,1,1,1,40.7143528,-74.005973100000006,0,109664,5400,13630.0
1120,80,560,341,27.0,50000,6,8,51.0,5,5,5000,1,300.0,0,8,0,0,76.799999999999997,2002.4000000000001,3.9085714,1,0,1,37.774929499999999,-122.4194155,0,25,5000,0.0
1121,9,158,602,12.0,100000,9,10,32.0,10,5,390,74,50.0,7,7,0,0,164.0,31237.5,4.9255583500000002,1,0,1,40.391617199999999,-111.8507662,0,50,28860,350.0
1122,11,275,3814,1.0,25000,3,4,32.0,20,2984,500,8,100.0,406,7,0,0,58.0,205237.66666700001,4.9093583333000002,1,0,1,37.584102600000001,-122.3660825,0,59680,4000,40600.0
1123,21,488,3730,3.0,50000,9,11,52.0,5,113,995,3,32.5,0,14,0,0,0.0,0.0,0.0,0,0,1,12.971598699999999,77.594562699999997,19,565,2985,0.0
1124,17,150,942,5.0,80000,10,11,46.0,10,10,5499,1,299.0,7,13,2548,103,57.799999999999997,3018.9000000000001,3.9913043500000001,0,0,1,43.653225999999997,-79.383184299999996,2,100,5499,2093.0
1125,9,223,1402,33.0,15000,7,8,30.0,10,36,1990,2,114.0,0,6,2397,3,82.5,36863.5,3.3999999999999999,1,0,1,37.774929499999999,-122.4194155,0,360,3980,0.0
1126,13,103,196,18.0,60000,8,9,30.0,15,0,12000,0,130.0,1,19,1309,3,0.0,0.0,0.0,0,0,1,-37.814107,144.96328,10,0,0,130.0
1127,43,249,512,29.0,150000,6,8,82.0,1,34,499,35,349.0,0,6,681,6,893.25,573662.5,4.4976390950000003,0,0,2,45.440847400000003,12.315515100000001,28,34,17465,0.0
1128,32,195,752,30.0,87000,6,8,66.0,3,43,8000,1,299.0,0,12,3099,16,541.0,2230.3571428599998,4.8741496643,1,0,1,47.673988100000003,-122.121512,0,129,8000,0.0
1129,38,303,969,18.0,22000,5,7,65.0,39,10,2750,1,99.0,66,13,0,0,0.0,0.0,0.0,0,1,1,43.653225999999997,-79.383184299999996,2,390,2750,6534.0
1130,36,873,723,35.0,320000,1,4,90.0,99,200,12000,1,195.0,0,6,185,0,0.0,0.0,0.0,0,0,3,43.296481999999997,5.3697800000000004,26,19800,12000,0.0
1131,18,70,1085,15.0,100000,6,7,45.0,10,189,5000,1,225.0,0,12,0,0,593.36842105300002,16427.526315799998,3.8054942158,1,0,1,37.774929499999999,-122.4194155,0,1890,5000,0.0
1132,37,174,363,28.0,90000,2,4,59.0,10,25,5999,3,142.0,0,8,642,50,95.72727272729999,1757.3636363600001,3.1333333363999998,0,1,1,0.0,0.0,13,250,17997,0.0
1133,2,13,69,19.0,100000,9,11,43.0,5,6,6999,8,259.0,0,8,0,0,0.0,0.0,0.0,1,0,1,37.339385700000001,-121.89495549999999,0,30,55992,0.0
1134,29,197,689,13.0,60000,1,2,37.0,10,30,4999,0,149.0,425,9,0,0,0.0,0.0,0.0,1,1,1,42.2808256,-83.743037799999996,0,300,0,63325.0
1135,11,50,240,6.0,100000,9,10,44.0,5,2,4499,4,222.0,0,16,0,0,411.39999999999998,10208338.199999999,4.7727192799999996,1,1,1,0.0,0.0,0,10,17996,0.0
