Count_update,Count_comment,Count_funder,Count_photo,Amount_goal,Start_month,End_month,Duration,Min_perk,No_min_perk,Max_perk,No_max_perk,Median_perk,No_med_perk,Total_perk,FB_like,FB_talking,Youtube_avg_duration,Youtube_avg_view_count,Youtube_avg_rating,US,newtype,status,lat,lon,recoded_country,Mintotal,Maxtotal,Mediantotal
3,2,12,2,10000,7,9,45,10,1,5000,0,75,0,6,0,0,0,0,0,1,0,3,39.737567,-104.9847179,0,10,0,0
4,8,13,6,28000,6,8,56,3,2,2000,0,34,1,5,0,0,0,0,0,1,1,3,33.1972465,-96.6397822,0,6,0,34
0,5,16,0,1000,2,3,17,10,0,100,4,37.5,0,4,0,0,0,0,0,1,0,1,34.0522342,-118.2436849,0,0,400,0
2,5,4,5,100000,7,8,30,100,0,10000,0,1250,0,10,0,0,0,0,0,1,1,3,26.3107774,-80.2532249,0,0,0,0
0,17,11,2,50000,7,8,30,100,10,100,10,100,10,1,0,0,0,0,0,0,0,3,-27.5223491,153.1913229,10,1000,1000,1000
0,2,16,0,100000,10,10,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,28.5383355,-81.3792365,0,0,0,0
2,15,15,3,65000,4,6,60,25,6,1000,0,250,1,5,81,0,0,0,0,0,0,3,48.4284207,-123.3656444,2,150,0,250
0,7,4,0,15000,8,9,15,5,0,10000,0,200,1,11,1029,6,0,0,0,1,0,3,41.8781136,-87.6297982,0,0,0,200
1,4,1,12,350000,5,7,50,2,0,2,0,2,0,3,0,0,0,0,0,0,0,3,0,0,11,0,0,0
14,23,16,19,19000,10,11,53,10,4,1000000,0,500,0,9,0,0,0,0,0,1,1,3,0,0,0,40,0,0
0,3,1,0,3000,2,4,60,3,0,600,0,105,0,4,0,0,0,0,0,1,0,3,31.7699559,-106.4968055,0,0,0,0
1,3,6,15,100000,4,6,60,30,0,20000,0,200,0,7,0,0,0,0,0,0,0,3,0,0,28,0,0,0
23,14,28,6,15000,10,11,45,10,8,500,0,50,7,5,0,0,0,0,0,1,0,3,37.7272727,-89.2167501,0,80,0,350
3,10,15,0,7500,9,10,45,1,1,10000,0,125,1,11,0,0,0,0,0,1,0,3,37.3860517,-122.0838511,0,1,0,125
0,23,16,0,240000,7,9,60,5,1,9999,0,149,0,12,103,0,2106,33152.9,4.778757275,1,0,3,38.9072309,-77.0364641,0,5,0,0
5,13,79,6,25000,11,12,48,1,53,100,4,50,1,3,0,0,309,723.5714285714,4.5714285714,0,1,3,51.5112139,-0.1198244,6,53,400,50
25,31,20,20,100000,11,1,65,10,4,5000,0,199,0,10,6,0,104.5,334,0,1,0,3,39.0839973,-77.1527578,0,40,0,0
4,15,21,10,40000,1,3,42,0,0,0,0,0,0,0,0,0,243.25,19781.75,2.4950255,0,0,3,36.510071,-4.8824474,13,0,0,0
5,16,17,2,1400,1,3,78,5,1,1400,0,30,2,10,127,38,0,0,0,0,0,2,51.745734,-2.217758,6,5,0,60
6,4,9,2,7500,5,7,68,5,1,600,1,50,3,7,0,0,0,0,0,1,0,3,41.8781136,-87.6297982,0,5,600,150
0,13,32,0,15000,11,1,50,500,0,5000,0,1000,0,3,0,0,0,0,0,1,0,3,30.267153,-97.7430608,0,0,0,0
1,10,23,0,1700,7,8,45,5,0,73,1,17.5,0,4,0,0,0,0,0,1,0,2,43.6187102,-116.2146068,0,0,73,0
2,7,9,2,110000,5,6,36,25,2,5000,0,175,0,8,0,0,0,0,0,1,0,3,0,0,0,50,0,0
0,6,15,4,20000,7,8,30,10,0,15000,0,200,0,18,0,0,146,0,0,0,1,3,49.261226,-123.1139268,2,0,0,0
0,5,2,0,4790,10,12,60,25,0,950,0,289.5,0,4,0,0,0,0,0,1,0,3,0,0,0,0,0,0
0,13,16,2,6000,5,6,35,25,4,200,1,75,0,4,0,0,185.625,110.375,1.875,1,0,3,0,0,0,100,200,0
0,2,13,0,1500,5,6,47,25,10,200,3,112.5,0,2,0,0,0,0,0,1,0,2,40.7607793,-111.8910474,0,250,600,0
1,13,28,0,600,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,40.7281575,-74.0776417,0,0,0,0
2,9,8,6,15000,1,3,39,10,2,1000,0,150,0,6,0,0,182.6666666667,94.3333333333,2.8888889,0,0,3,50.4501,30.5234,29,20,0,0
0,3,3,7,500000,10,12,60,20,0,4500,0,487,0,6,0,0,243.2857142857,127152,3.5403472857,1,0,3,40.4233142,-104.7091322,0,0,0,0
0,7,10,0,520000,6,7,55,25,0,5000,0,700,0,12,0,0,0,0,0,1,0,3,35.2225668,-97.4394777,0,0,0,0
0,2,3,3,1500,9,11,60,10,0,400,2,205,0,2,0,0,0,0,0,1,0,2,32.7153292,-117.1572551,0,0,800,0
1,14,20,3,2500,7,9,57,25,2,25,2,25,2,1,0,0,141.25,124534.95,0.70976136,1,0,3,35.2250114,-112.4840675,0,50,50,50
6,6,48,7,8000,1,3,45,1,0,500,0,20,2,9,0,0,0,0,0,0,0,3,59.7707469,9.9108651,24,0,0,40
1,6,8,0,15000,6,7,40,10,0,300,2,75,0,5,44,0,0,0,0,0,0,3,55.6760968,12.5683371,9,0,600,0
0,11,41,2,5700,8,9,13,2,1,2000,0,50,1,17,367,7,384.4545454545,1120059.81818182,4.1708279818,0,0,3,44.8205556,20.4622222,22,2,0,50
0,32,30,0,7500,9,11,60,10,6,100,1,25,8,3,0,0,0,0,0,1,1,3,38.9072309,-77.0364641,0,60,100,200
2,10,52,0,1600,6,7,44,2,4,2,4,2,4,8,88,0,251,747,5,0,0,2,0,0,19,8,8,8
0,4,10,0,80000,5,7,60,5,0,20000,0,480,0,12,0,0,0,0,0,0,1,3,0,0,7,0,0,0
2,2,28,5,5000,2,3,27,2,0,2,0,2,0,9,0,0,226,37,5,0,0,3,52.5200066,13.404954,11,0,0,0
6,9,23,4,3300,1,2,36,1,2,2500,0,100,2,9,0,0,258.0714285714,1586282.64285714,3.4777085,1,0,3,0,0,0,2,0,200
2,5,9,5,350000,9,10,47,5,1,5000,0,279,1,7,0,0,160.1,42.8,1.5,1,1,3,38.5815719,-121.4943996,0,5,0,279
2,13,7,5,50000,10,11,30,10,1,250,1,100,3,8,0,0,0,0,0,1,0,3,43.6187102,-116.2146068,0,10,250,300
1,4,15,3,80000,9,10,47,25,7,10000,0,2550,0,4,357,6,2278.05,60355.6,3.3157568,1,0,3,25.72149,-80.2683838,0,175,0,0
7,14,13,0,10000,7,9,50,5,1,105,0,64.5,0,12,0,0,0,0,0,0,0,3,19.0759837,72.8776559,19,5,0,0
0,2,9,0,124000,12,12,30,50,2,2500,0,350,0,8,0,0,0,0,0,0,1,3,43.653226,-79.3831843,2,100,0,0
0,9,2,1,550000,7,9,45,10,0,550,0,100,0,5,0,0,0,0,0,1,0,3,37.7749295,-122.4194155,0,0,0,0
12,15,7,2,10000,4,5,58,25,3,5000,0,175,0,6,0,0,0,0,0,1,0,3,39.0398314,-77.0552555,0,75,0,0
18,19,18,6,20000,2,4,60,1,4,250,1,50,2,9,0,0,0,0,0,0,0,3,33.5597062,133.5310786,30,4,250,100
0,6,15,1,10000,3,4,44,10,2,500,0,75,0,6,0,0,0,0,0,1,0,3,40.0792766,-75.3015714,0,20,0,0
0,14,34,0,19640,3,4,46,1,1,5000,0,375,0,10,0,0,0,0,0,1,0,3,32.9573133,-105.7424855,0,1,0,0
0,3,20,1,20000,8,10,60,1,3,1000,0,75,0,8,75,4,0,0,0,1,0,3,38.6270025,-90.1994042,0,3,0,0
2,8,21,0,1500,7,8,31,5,0,250,0,40,2,7,0,0,0,0,0,0,0,2,0,0,10,0,0,80
7,15,23,0,1500,11,1,60,10,5,500,0,50,15,3,0,0,0,0,0,0,0,2,48.4284207,-123.3656444,2,50,0,750
1,4,15,0,75000,10,12,60,10,2,5000,0,175,0,10,824,0,467.4210526316,3408783.15789474,4.3219300316,0,1,3,0,0,17,20,0,0
6,23,15,8,5500,11,12,45,5,5,357,0,189,1,3,499,4,0,0,0,1,1,3,29.4241219,-98.4936282,0,25,0,189
4,6,15,2,10000,2,3,32,5,3,2000,0,175,0,8,250,0,0,0,0,1,0,3,35.0456297,-85.3096801,0,15,0,0
0,4,39,1,40000,11,12,30,9,20,1560,0,25,2,11,0,0,0,0,0,1,1,3,40.7607793,-111.8910474,0,180,0,50
9,10,8,4,150000,8,9,45,10,0,1000,0,99,4,9,15,0,0,0,0,0,1,3,53.9170641,-122.7496693,2,0,0,396
8,11,6,29,20000,9,10,30,1,0,700,0,100,2,9,0,0,404,768,5,1,0,3,37.5482697,-121.9885719,0,0,0,200
0,6,7,1,100000,4,6,47,1,0,10000,0,100,1,9,4389,12,99,157.5,0,1,0,3,38.882334,-77.1710914,0,0,0,100
13,7,6,12,2500,3,5,60,1,0,1000,0,50,2,5,0,0,0,0,0,1,0,3,27.7730556,-82.64,0,0,0,100
1,14,11,0,75000,5,6,55,5,3,3500,0,179,4,9,0,0,0,0,0,0,0,3,50.937531,6.9602786,11,15,0,716
5,14,14,4,1310,4,5,30,3,2,100,4,15,0,5,0,0,0,0,0,1,1,2,40.4406248,-79.9958864,0,6,400,0
0,6,22,7,10000,7,8,59,5,0,500,0,50,4,7,0,0,0,0,0,1,0,3,26.640628,-81.8723084,0,0,0,200
0,1,6,4,9500,6,8,60,5,1,3000,0,200,1,9,0,0,0,0,0,1,0,3,33.9164032,-118.3525748,0,5,0,200
0,7,9,1,2000,9,10,30,1,2,120,3,37.5,0,6,0,0,116.6875,173.625,1.1666666688,1,0,3,0,0,0,2,360,0
2,10,6,11,5000000,10,12,60,10,1,10000,0,125,0,12,0,0,0,0,0,1,0,3,0,0,0,10,0,0
0,15,20,10,5000,3,5,60,5,2,500,0,37.5,0,4,25,0,0,0,0,1,0,3,0,0,0,10,0,0
7,4,4,1,20000,6,8,60,2,0,2,0,2,0,5,0,0,0,0,0,0,0,3,0,0,6,0,0,0
7,38,17,6,50000,10,12,52,1,4,400,0,55,4,6,0,0,0,0,0,0,1,3,45.4215296,-75.6971931,2,4,0,220
2,9,24,1,90000,6,8,45,5,3,1000,0,70,0,6,0,0,0,0,0,0,0,3,47.4737667,8.3064732,7,15,0,0
0,15,15,0,2000,11,11,14,1,1,500,1,35,0,8,0,0,0,0,0,0,0,3,49.8997541,-97.1374937,2,1,500,0
0,17,37,3,750,11,1,45,10,12,100,2,55,0,10,0,0,0,0,0,1,0,1,41.240056,-81.440667,0,120,200,0
26,5,18,14,24000,5,7,55,2,3,1000,0,62.5,0,6,12,0,0,0,0,1,0,3,40.2903891,-74.0176381,0,6,0,0
3,8,32,0,500,9,10,17,10,18,300,1,250,0,5,1023,10,0,0,0,0,0,1,51.95,85.95,18,180,300,0
7,9,11,5,5000,5,6,32,1,1,99,1,39,0,4,0,0,0,0,0,0,0,3,50.0755381,14.4378005,31,1,99,0
0,3,6,1,20000,4,6,45,10,1,2000,0,150,1,9,0,0,111,1138,5,0,0,3,45.4654542,9.186516,28,10,0,150
0,9,2,4,15000,9,10,27,5,0,200000,0,425,0,12,0,0,565.9,17965.75,3.758177445,1,0,3,34.1596096,-106.9100192,0,0,0,0
4,13,9,5,3000,7,9,74,50,6,50,6,50,6,1,0,0,0,0,0,1,0,3,35.9782216,-114.8345117,0,300,300,300
28,8,83,20,40000,5,7,60,1,6,5000,0,75,0,6,0,0,0,0,0,0,0,3,44.2676578,-81.5433231,2,6,0,0
5,7,4,2,10000,3,5,60,25,0,9999,0,499,1,5,0,0,0,0,0,1,0,3,0,0,0,0,0,499
0,11,25,2,25000,8,9,30,25,12,500000,0,10000,0,9,0,0,1244.75,47762.85,4.3121801,1,0,3,0,0,0,300,0,0
1,4,10,6,5000,4,5,21,40,2,15000,0,750,0,8,0,0,0,0,0,1,0,3,39.9611755,-82.9987942,0,80,0,0
0,18,9,0,80000,9,11,60,5,2,19850,0,299,0,12,157,2,0,0,0,0,0,3,52.3702157,4.8951679,5,10,0,0
6,1,9,0,100000,11,12,45,10,2,10000,0,237.5,0,8,789,490,116.5,543.375,0.625,0,0,3,46.0878165,-64.7782313,2,20,0,0
2,8,25,2,750,5,7,45,10,3,100,1,42.5,0,6,0,0,466,1788442,4.6219845,1,0,1,40.0378755,-76.3055144,0,30,100,0
1,5,22,5,25000,1,2,35,1,3,1000,0,102.5,0,10,0,0,0,0,0,1,0,3,32.7801399,-96.8004511,0,3,0,0
5,5,8,1,80000,4,5,44,5,0,100,5,25,1,5,0,0,0,0,0,1,0,3,39.737567,-104.9847179,0,0,500,25
0,6,11,0,20000,5,8,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,37.09024,-95.712891,0,0,0,0
0,4,25,0,100000,11,1,46,10,1,24200,0,379,0,18,0,0,0,0,0,0,0,3,48.1351253,11.5819806,11,10,0,0
0,6,15,9,50000,1,3,50,5,0,500,0,50,4,5,0,0,0,0,0,0,0,3,43.653226,-79.3831843,2,0,0,200
6,13,8,4,70000,9,11,40,10,0,1000,0,87.5,0,8,0,0,0,0,0,1,0,3,40.7143528,-74.0059731,0,0,0,0
16,9,9,8,395000,2,3,45,25,3,10000,0,995,0,12,0,0,590,208.5,1.25,1,0,3,40.7483499,-74.3232194,0,75,0,0
0,7,15,0,800,7,7,14,9,2,99,4,34,0,4,0,0,0,0,0,1,0,1,41.8781136,-87.6297982,0,18,396,0
3,19,14,6,55000,3,4,29,15,2,1000,0,110,2,7,0,0,0,0,0,0,1,3,46.5199617,6.6335971,7,30,0,220
5,7,26,1,25000,8,10,60,1,3,5000,0,45,2,11,23,0,0,0,0,1,0,3,41.079273,-85.1393513,0,3,0,90
15,9,17,15,5000,4,5,30,5,2,101,0,30,6,5,939,48,3361.8947368421,149269.368421053,4.6177639,1,0,3,0,0,0,10,0,180
0,7,12,0,25000,7,8,33,1,0,800,0,75,5,7,0,0,0,0,0,1,0,3,0,0,0,0,0,375
6,12,30,5,2000,5,6,44,1,0,1000,0,35,0,8,46533,931,0,0,0,1,0,3,0,0,0,0,0,0
2,10,20,3,10000,8,9,30,5,0,5000,0,40,0,8,0,0,164.6363636364,139.6363636364,1.3636363636,1,0,3,32.7153292,-117.1572551,0,0,0,0
0,6,7,0,250000,9,10,45,5,0,2000,0,300,0,6,0,0,0,0,0,1,0,3,41.2840635,-73.4975412,0,0,0,0
5,11,29,0,25000,7,9,38,2,2,2,2,2,2,10,0,0,0,0,0,0,0,3,51.41233,-0.300689,6,4,4,4
6,21,9,3,4000,3,4,30,1,0,99,7,50,0,2,0,0,0,0,0,0,1,3,22.396428,114.109497,32,0,693,0
0,4,27,0,21000,1,2,30,1,0,10000,0,300,0,8,0,0,0,0,0,1,0,3,36.114646,-115.172816,0,0,0,0
0,3,5,1,400000,11,12,45,10,0,10000,0,300,0,8,0,0,0,0,0,1,1,3,33.7489954,-84.3879824,0,0,0,0
0,4,16,1,2000,8,10,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,38.9517053,-92.3340724,0,0,0,0
3,17,25,0,15000,11,12,33,20,6,20,6,20,6,1,0,0,0,0,0,1,0,3,40.7143528,-74.0059731,0,120,120,120
1,5,11,0,10000,11,12,30,24,3,10000,0,275,0,8,0,0,482.875,158.625,3.75,1,0,3,37.7749295,-122.4194155,0,72,0,0
2,9,4,3,100000,9,11,45,5,0,14500,0,229,0,10,0,0,984.65,100728.65,4.80633591,1,1,3,37.3393857,-121.8949555,0,0,0,0
1,5,12,0,10000,11,11,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,33.7489954,-84.3879824,0,0,0,0
0,4,24,0,50000,11,12,35,5,1,50000,0,375,0,12,0,0,246,9705224.11111111,1.0919428556,1,0,3,39.952335,-75.163789,0,5,0,0
1,5,9,6,2850,5,7,49,25,2,25,2,25,2,1,0,0,0,0,0,0,1,3,0,0,33,50,50,50
3,14,32,8,94000,3,5,60,5,8,10000,0,250,1,7,193,8,0,0,0,0,0,3,0,0,34,40,0,250
5,7,8,5,100000,7,8,31,10,1,10000,0,300,0,6,0,0,150,524,3.6666667,1,1,3,28.5383355,-81.3792365,0,10,0,0
0,10,9,6,30000,5,7,60,20,2,5000,0,100,3,5,1203,5,0,0,0,1,0,3,26.7153424,-80.0533746,0,40,0,300
2,21,14,2,15000,2,2,24,5,6,5000,0,300,0,6,0,0,0,0,0,1,0,3,40.7143528,-74.0059731,0,30,0,0
19,9,6,6,150000,9,11,52,5,1,7000,0,100,1,9,33750,3,0,0,0,0,0,3,39.4699075,-0.3762881,13,5,0,100
4,19,12,3,75000,10,11,45,2,0,149,0,109,0,11,194,2,0,0,0,1,0,3,37.3393857,-121.8949555,0,0,0,0
11,35,15,6,23000,11,1,59,5,1,10000,0,250,1,11,0,0,0,0,0,1,0,3,44.983334,-93.26667,0,5,0,250
4,0,7,5,10000,6,7,17,85,1,650,0,160,0,5,736,145,0,0,0,1,0,3,39.737567,-104.9847179,0,85,0,0
0,4,7,11,6450,3,4,45,1,0,400,1,17.5,0,6,0,0,0,0,0,0,0,3,49.261226,-123.1139268,2,0,400,0
0,8,22,0,500,7,8,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,37.7749295,-122.4194155,0,0,0,0
1,10,18,22,150000,9,11,60,2,4,2,4,2,4,2,0,0,166,273,5,0,0,3,37.261421,-6.9447224,13,8,8,8
0,15,8,4,50000,9,12,90,18,1,1800,0,72,2,5,0,0,0,0,0,1,0,3,34.0522342,-118.2436849,0,18,0,144
3,8,16,53,70000,11,12,40,5,0,256,0,52.5,0,8,0,0,0,0,0,0,1,3,52.6675081,-1.8172706,6,0,0,0
4,4,30,5,25000,1,2,30,10,9,1000,0,75,0,6,0,0,0,0,0,1,0,3,43.0730517,-89.4012302,0,90,0,0
0,10,5,0,25000,6,7,32,69,2,125,1,97,0,4,0,0,193,36837292.1764706,4.2443522,1,0,3,48.2765903,-116.5532476,0,138,125,0
3,8,9,0,75000,11,12,32,15,2,15000,0,175,0,10,0,0,0,0,0,1,0,3,34.0522342,-118.2436849,0,30,0,0
0,4,14,1,95000,11,1,45,25,1,5000,0,250,0,7,114,55,86,162.5,5,1,0,3,39.0839973,-77.1527578,0,25,0,0
1,19,12,0,37950,10,12,58,5,3,10000,0,450,0,12,0,0,176.5,18945,4.9375,1,1,3,33.8352932,-117.9145036,0,15,0,0
7,17,12,0,300000,9,10,33,10,3,1200,0,225,0,9,0,0,702.8333333333,169,5,1,0,3,37.6688205,-122.0807964,0,30,0,0
0,16,105,1,6000,12,12,17,6,88,100,0,18,7,5,0,0,127.6,20374.5,2.55524515,1,1,3,42.3736158,-71.1097335,0,528,0,126
14,28,33,5,5250000,1,3,30,1,4,25000,0,100,2,13,0,0,0,0,0,1,1,3,34.0522342,-118.2436849,0,4,0,200
1,3,20,13,1950,6,8,45,2,0,2,0,2,0,7,0,0,0,0,0,0,0,3,51.29227,4.49419,35,0,0,0
4,54,38,1,5000,2,2,8,10,25,100,0,37.5,0,4,0,0,0,0,0,1,1,3,0,0,0,250,0,0
0,8,7,6,5000,4,5,45,10,0,189,0,99,0,7,0,0,0,0,0,1,1,3,0,0,0,0,0,0
9,11,16,4,3000,11,2,91,1,2,150,1,50,5,3,0,0,0,0,0,1,0,3,36.9741171,-122.0307963,0,2,150,250
0,9,17,1,1464,7,9,60,10,1,100,1,37.5,0,4,0,0,0,0,0,0,0,2,0,0,36,10,100,0
2,7,14,0,5000,6,8,45,5,1,500,0,45,0,6,0,0,0,0,0,1,1,3,39.2903848,-76.6121893,0,5,0,0
2,29,14,4,30000,8,9,30,1,0,5000,0,150,0,12,0,0,0,0,0,1,0,3,42.5803122,-83.0302033,0,0,0,0
0,7,2,1,50000,9,10,38,5,0,10000,0,200,0,8,0,0,0,0,0,0,0,3,49.261226,-123.1139268,2,0,0,0
3,17,25,2,4000,5,8,90,3,0,500,0,30,0,7,0,0,0,0,0,1,0,3,37.4418834,-122.1430195,0,0,0,0
0,18,26,1,700,4,4,13,5,0,25,11,10,5,3,0,0,0,0,0,0,0,1,-23.5489433,-46.6388182,15,0,275,50
0,2,15,0,20000,9,10,30,5,2,500,0,40,0,6,0,0,0,0,0,1,0,3,38.9586307,-77.3570028,0,10,0,0
5,12,10,3,10000,11,12,40,10,2,500,0,100,3,7,0,0,53.4375,70.5,3.6875,1,0,3,27.950575,-82.4571776,0,20,0,300
0,7,18,4,5000,3,5,47,10,1,1000,0,50,1,5,0,0,0,0,0,0,0,3,43.653226,-79.3831843,2,10,0,50
0,4,8,1,8000,8,10,60,10,2,100,2,37.5,0,4,0,0,193.6428571429,88559.2142857143,2.0603331714,1,0,3,32.6926512,-114.6276916,0,20,200,0
5,23,8,3,30000,1,3,45,1,2,3000,0,135,0,10,0,0,0,0,0,0,0,3,44.8205556,20.4622222,22,2,0,0
1,5,5,0,100000,11,12,30,149,1,224,1,184,0,8,0,0,0,0,0,1,1,3,37.3860517,-122.0838511,0,149,224,0
0,4,10,1,40000,10,12,52,0,0,0,0,0,0,0,0,0,25.9230769231,35402,0.3760564846,0,0,3,1.2800945,103.8509491,37,0,0,0
0,2,20,0,10000,7,9,45,2,8,2,8,2,8,5,0,0,0,0,0,0,1,3,52.3702157,4.8951679,5,16,16,16
0,5,10,6,40000,11,12,40,20,0,4200,0,55.5,0,6,246,1,0,0,0,1,1,3,42.8864468,-78.8783689,0,0,0,0
11,25,20,27,90000,6,8,45,5,6,6000,0,239,0,12,231,4,253.75,19512.75,3.5077413625,0,0,3,0,0,38,30,0,0
0,6,26,0,250000,11,1,60,2,9,2,9,2,9,8,743,36,0,0,0,0,0,3,41.1171432,16.8718715,28,18,18,18
0,2,4,0,50000,3,5,60,10,1,11500,0,300,2,7,0,0,52.2941176471,1723.705882353,3.3493761294,1,0,3,34.0522342,-118.2436849,0,10,0,600
0,5,12,0,20000,2,4,60,1000,0,5000,0,3000,0,2,0,0,0,0,0,0,0,3,43.653226,-79.3831843,2,0,0,0
1,10,15,0,2500,5,5,0,25,8,1000,0,100,5,3,0,0,0,0,0,1,0,3,34.0522342,-118.2436849,0,200,0,500
1,9,16,1,20000,9,11,60,5,1,3599,0,97,0,14,0,0,0,0,0,0,0,3,51.2277411,6.7734556,11,5,0,0
2,10,4,14,50000,12,1,47,10,0,349,0,100,0,8,0,0,122,2322,5,0,1,3,52.205337,0.121817,6,0,0,0
0,12,17,0,50000,11,12,45,1,1,10000,0,250,0,9,0,0,0,0,0,1,0,3,41.079273,-85.1393513,0,1,0,0
0,129,74,0,1000,8,9,15,5,34,200,1,32.5,0,4,340391,3345,193,36907,4.391586,0,0,2,52.2296756,21.0122287,39,170,200,0
10,19,20,3,1800,10,12,47,10,10,1800,0,50,5,3,0,0,0,0,0,1,0,3,0,0,0,100,0,250
0,9,9,0,20000,5,6,51,6,0,1000,0,237.5,0,6,0,0,0,0,0,1,0,3,33.4483771,-112.0740373,0,0,0,0
0,2,8,4,25000,4,5,45,25,2,1000,0,100,1,3,0,0,0,0,0,1,0,3,0,0,0,50,0,100
2,19,15,0,100000,2,5,69,10,3,25000,0,375,0,10,0,0,0,0,0,1,0,3,0,0,0,30,0,0
7,26,16,18,25000,6,7,60,10,7,10000,0,150,0,10,0,0,0,0,0,1,0,3,0,0,0,70,0,0
0,6,12,5,7500,1,3,51,5,1,1000,0,75,0,8,0,0,0,0,0,1,0,3,34.4208305,-119.6981901,0,5,0,0
0,5,8,0,1200,10,11,30,10,1,200,2,60,0,5,0,0,0,0,0,1,0,2,34.0522342,-118.2436849,0,10,400,0
1,8,9,8,8500,8,10,50,1,0,1000,0,65,0,6,0,0,0,0,0,1,1,3,35.2270869,-80.8431267,0,0,0,0
2,24,26,4,11500,9,10,30,5,3,100,2,35,8,5,0,0,0,0,0,1,1,3,28.5383355,-81.3792365,0,15,200,280
3,15,22,0,5000,11,12,18,5,3,1000,0,50,3,5,0,0,0,0,0,1,1,3,34.5400242,-112.4685025,0,15,0,150
16,13,29,4,100000,9,11,45,1,0,2222,0,22,18,5,0,0,0,0,0,0,0,3,0,0,38,0,0,396
1,5,11,0,500,2,3,15,25,3,500,0,75,1,5,0,0,0,0,0,1,0,1,41.4994954,-81.6954088,0,75,0,75
10,15,7,18,8000,8,12,120,1,1,600,1,80,0,8,0,0,0,0,0,0,0,3,44.0353943,10.1393443,28,1,600,0
5,11,32,0,25000,9,10,40,5,8,1000,0,40,1,9,1769,25,74.8888888889,621,5,0,0,3,32.066158,34.777819,17,40,0,40
4,14,4,0,30000,8,10,45,5,2,5000,0,600,0,8,0,0,0,0,0,0,1,3,-37.814107,144.96328,10,10,0,0
3,5,8,1,100000,6,8,60,2,7,2,7,2,7,3,0,0,31.6764705882,16575494.2941176,0.8902576176,0,1,3,0,0,13,14,14,14
0,0,13,0,40000,4,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,0,0,0
1,9,34,0,3500,9,11,50,2,3,2,3,2,3,1,0,0,0,0,0,0,0,3,0,0,6,6,6,6
0,4,12,0,250000,3,4,42,10,1,10000,0,65,6,7,2017,6,0,0,0,1,0,3,33.4483771,-112.0740373,0,10,0,390
8,3,11,10,4000,9,10,35,2,1,2,1,2,1,7,190,0,0,0,0,0,0,3,0,0,11,2,2,2
5,17,17,18,5000,8,11,100,10,10,100,4,40,3,3,0,0,0,0,0,0,0,3,39.4699075,-0.3762881,13,100,400,120
3,6,13,0,10000,9,10,28,25,8,1000,0,300,0,4,156,5,0,0,0,1,0,3,33.7489954,-84.3879824,0,200,0,0
0,1,17,1,120000,4,5,30,10,7,10000,0,150,2,9,0,0,0,0,0,1,0,3,33.7489954,-84.3879824,0,70,0,300
1,10,4,0,50000,8,10,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,37.09024,-95.712891,0,0,0,0
20,34,19,23,25000,10,11,60,1,8,5000,0,105,0,10,0,0,0,0,0,1,0,3,41.1399814,-104.8202462,0,8,0,0
3,9,12,2,26000,10,11,30,5,1,5000,0,77.5,0,8,0,0,0,0,0,0,0,3,49.1950663,-113.301798,2,5,0,0
3,11,9,7,8600,10,11,30,5,0,500,0,62.5,0,6,0,0,0,0,0,1,1,3,39.2903848,-76.6121893,0,0,0,0
1,11,12,3,4000,2,4,60,5,1,150,2,35,1,11,0,0,0,0,0,1,0,3,34.829838,-82.6015206,0,5,300,35
0,5,4,6,20000,10,12,60,6,1,2500,0,75,0,9,802,57,0,0,0,1,0,3,47.6587802,-117.4260466,0,6,0,0
2,2,6,9,50000,6,7,33,5,1,10000,0,100,0,9,0,0,0,0,0,1,0,3,30.267153,-97.7430608,0,5,0,0
3,14,13,0,13000,3,5,49,2,1,100,2,24,0,7,218,0,0,0,0,1,0,3,37.5629917,-122.3255254,0,2,200,0
8,8,8,8,45000,10,11,35,5,1,987,0,72,0,12,0,0,0,0,0,1,0,3,0,0,0,5,0,0
2,13,5,2,20000,10,11,30,5,0,850,0,62.5,0,4,0,0,0,0,0,0,1,3,59.9138688,10.7522454,24,0,0,0
1,15,18,3,35000,12,1,35,1,1,2500,0,87.5,0,12,0,0,0,0,0,1,0,3,39.952335,-75.163789,0,1,0,0
4,18,38,1,25000,10,12,49,5,4,2500,0,100,2,9,2981,2,0,0,0,0,1,3,-34.6037232,-58.3815931,40,20,0,200
0,2,13,0,3126,10,12,60,8,2,600,0,65,2,5,2425,20,0,0,0,0,0,3,42.20792,75.750687,41,16,0,130
5,9,15,3,2000,7,8,30,2,1,300,0,55,0,6,0,0,0,0,0,0,0,3,0,0,2,2,0,0
4,13,14,33,15000,6,7,55,5,1,2500,0,40,6,5,0,0,0,0,0,1,0,3,34.0522342,-118.2436849,0,5,0,240
3,4,4,1,250000,11,12,30,25,1,10000,0,1750,0,6,842,2,0,0,0,1,0,3,26.8233946,-80.1386547,0,25,0,0
